Id,Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,HP,Met_Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Petrol,Color_Beige,Color_Black,Color_Blue,Color_Green,Color_Grey,Color_Red,Color_Silver,Color_Violet,Color_White,Color_Yellow
748,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,65,4,1999,82000,86,1,0,1300,3,4,5,69,1015,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
749,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8450,68,1,1999,81965,86,1,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,8250,66,3,1999,81250,110,0,0,1600,3,4,5,19,1050,0,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
751,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,65,4,1999,81192,110,1,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
752,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,61,8,1999,81170,110,1,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
753,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,66,3,1999,81083,86,0,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
754,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,10450,61,8,1999,80714,110,1,0,1600,5,4,5,85,1075,1,1,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
755,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,57,12,1999,80470,110,0,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,65,4,1999,80439,110,1,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,10,1999,80430,110,1,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
758,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,1,1999,80426,110,1,0,1600,3,4,5,85,1055,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,62,7,1999,80265,86,0,0,1300,3,4,5,69,1015,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
760,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,4,1999,80153,110,0,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
761,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,68,1,1999,80121,110,0,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,65,4,1999,80086,110,1,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
763,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,62,7,1999,80000,110,0,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
764,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,7950,60,9,1999,80000,86,0,0,1300,5,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8250,65,4,1999,80000,86,1,0,1300,2,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
766,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,67,2,1999,79858,110,1,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,67,2,1999,79762,86,1,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,59,10,1999,79660,86,0,1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
769,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,60,9,1999,79150,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,61,8,1999,79000,110,1,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
771,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9500,57,12,1999,78955,86,1,0,1300,5,4,5,69,1045,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,10950,59,10,1999,78750,90,1,0,1975,5,4,5,210,1155,0,0,6,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
773,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,1,1999,78521,86,0,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
774,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,64,5,1999,78356,86,1,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
775,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,65,4,1999,78076,86,1,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,61,8,1999,78063,107,1,1,1600,5,4,5,85,1100,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
777,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,2,1999,77821,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,1,1999,77695,110,1,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,65,4,1999,77500,110,1,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
780,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,63,6,1999,77457,110,1,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
781,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,1,1999,77029,86,1,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,8950,68,1,1999,77008,86,1,0,1300,3,4,5,69,1015,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
783,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,66,3,1999,76791,110,1,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
784,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,61,8,1999,76700,86,1,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,67,2,1999,76569,86,1,0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
786,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,59,10,1999,76162,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,65,4,1999,76155,110,1,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
788,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,8,1999,75609,86,1,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
789,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,62,7,1999,75569,72,1,0,2000,3,4,5,185,1120,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
790,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,67,2,1999,75429,110,1,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
791,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,1,1999,75000,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
792,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8950,65,4,1999,75000,86,0,0,1300,3,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
793,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,7,1999,75000,110,1,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
794,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,66,3,1999,74963,107,0,1,1600,3,4,5,85,1085,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
795,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,1,1999,74889,86,1,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
796,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,7750,68,1,1999,74875,110,0,0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
797,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,63,6,1999,74747,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
798,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,11950,60,9,1999,74720,110,1,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
799,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,62,7,1999,74457,110,0,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
800,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,60,9,1999,74337,86,0,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
801,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,1,1999,74308,110,0,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
802,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,9950,64,5,1999,74193,110,0,0,1600,3,4,5,69,1050,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,4,1999,74179,110,1,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
804,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8995,67,2,1999,73936,86,1,0,1300,5,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
805,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,8,1999,73894,110,1,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
806,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,64,5,1999,73500,110,1,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
807,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,64,5,1999,73376,110,0,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
808,TOYOTA Corolla 1.3 16V 2/3-Doors,8900,64,5,1999,73300,86,1,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
809,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,11,1999,73172,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
810,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,11,1999,72928,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
811,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,67,2,1999,72880,86,1,0,1332,3,4,5,69,1015,0,1,3,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
812,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,63,6,1999,72522,110,1,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
813,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,64,5,1999,72000,86,1,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
814,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7950,57,12,1999,72000,86,0,0,1300,3,4,5,69,1015,1,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
815,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9500,59,10,1999,71366,110,0,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
816,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,1999,71317,110,0,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
817,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,10950,62,7,1999,71000,110,0,0,1600,5,4,5,85,1070,0,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,9,1999,70954,110,0,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
819,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,63,6,1999,70908,86,0,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
820,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8000,58,11,1999,70560,110,1,0,1600,3,4,5,69,1050,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
821,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,67,2,1999,70552,110,0,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
822,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,62,7,1999,70500,110,1,0,1600,5,4,5,69,1035,1,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
823,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10900,60,9,1999,70453,72,0,0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
824,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9450,59,10,1999,70218,110,1,0,1600,3,4,5,69,1050,1,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
825,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,64,5,1999,70116,110,1,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
826,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,65,4,1999,70068,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
827,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,10500,67,2,1999,70000,107,1,1,1587,3,4,5,19,1065,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
828,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,68,1,1999,70000,86,1,0,1300,3,4,5,69,1015,0,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
829,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,1,1999,69103,110,0,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,58,11,1999,69022,86,1,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
831,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9650,67,2,1999,69000,110,1,0,1600,3,4,6,85,1065,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
832,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,68,1,1999,68865,110,1,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
833,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9250,58,11,1999,68723,86,0,0,1300,3,4,5,69,1025,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
834,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,63,6,1999,68453,110,1,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
835,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9900,63,6,1999,68238,86,0,0,1300,5,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
836,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10995,63,6,1999,68153,110,1,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
837,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,10500,65,4,1999,68000,110,0,0,1600,5,4,5,85,1075,0,0,6,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
838,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,1999,68000,86,1,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
839,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,67,2,1999,67762,110,1,0,1600,3,4,6,85,1065,0,1,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
840,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,68,1,1999,67146,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
841,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9750,67,2,1999,67110,86,1,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
842,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,10,1999,67010,110,1,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
843,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10500,65,4,1999,67003,110,1,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10400,68,1,1999,66785,86,0,1,1300,3,4,5,69,1045,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
845,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,8800,68,1,1999,66550,86,0,0,1332,3,4,5,69,1010,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
